code,raw linkers,Linker 1,Linker 2,Linker 3,Linker 4,Linker 5,Linker 6,Linker 7,Linker 8,metals,solvents
JOBGIS,"catena-[(mu-N,N'-bis(2-(10,15,20-triphenylporphyrinato-5-yl)phenyl)isophthalamide)-di-zinc unknown solvate]","N,N'-bis(2-(10,15,20-triphenylporphyrinate-5-yl)phenyl)isophthalamide",,,,,,,,samarium,"['unknown', 'solvate]']"
JOBKOC,"catena-(bis(mu!3$-5-(2-Pyridyl)-3,3'-bi-(1,2,4-triazolato))-diaqua-di-iron dihydrate)","5-(2-Pyridyl)-3,3'-bi-(1,2,4-triazolate",,,,,,,,manganese,['dihydrate)']
JOBNEV,"catena-(cdelta-tetrakis(mu!2$-Oxo)-(ethane-1,2-diamine)-bis(1H-imidazole-N$3!)-dioxo-copper-di-vanadium)","Oxo)-(ethane-1,2-diamine)-bis(1H-imidazole",,,,,,,,copper,[]
JOBXUV,"catena-[bis(mu-5,5'-(5-bromo-1,3-phenylene)bis(1H-tetrazole))-diaqua-di-zinc]","5,5'-(5-bromo-1,3-phenylene)bis(1H-tetrazole)",,,,,,,,tungsten,[]
JOCDEM,"catena-[(mu-sulfato)-hexakis(mu-pyridine-2,6-dicarboxylato)-tetrakis(mu-aqua)-diaqua-hepta-strontium(ii)]",sulfate,"pyridine-2,6-dicarboxylate",aqua,,,,,,zinc,[]
JOCGEQ,"catena-[bis(mu-4,4'-oxydibenzoato)-(mu-1,4-di(pyridin-4-yl)benzene)-di-copper(ii) N,N-dimethylformamide solvate]","4,4'-oxydibenzoate","1,4-di(pyridin-4-yl)benzene",,,,,,,cobalt,"['N,N-dimethylformamide', 'solvate]']"
JOCPIB,"catena-(octakis(mu!2$-5-Fluoropyrimidin-2-olate-N,N')-tetra-copper(ii) pentahydrate)","5-Fluoropyrimidin-2-olate-N,N'",,,,,,,,molybdenum,['pentahydrate)']
JODFEP,catena-[bis(mu!2$-4-(2-(pyridin-4-yl)vinyl)benzoato)-cobalt],4-(2-(pyridin-4-yl)vinyl)benzoate,,,,,,,,lead,[]
JODFOZ01,catena-(bis(mu-4-[2-(pyridin-4-yl)ethenyl]benzoato)-cobalt(ii) dimethylformamide solvate),4-[2-(pyridin-4-yl)ethenyl]benzoate,,,,,,,,cadmium,"['dimethylformamide', 'solvate)']"
JODGEP,"catena-(tetrakis(mu!3$-3,5-dicarboxylatopyrazolato)-bis(mu!2$-oxalato)-dodecaaqua-di-copper(ii)-tetra-erbium(iii) hexahydrate)","3,5-dicarboxylatepyrazolate",oxalate)-dodecaaqua-di-(i,,,,,,,indium,['hexahydrate)']
JODHAM,"catena-((mu!3$-Nitrato)-(mu!2$-piperazine-2,5-dione)-silver(i))",Nitrate,"piperazine-2,5-dione",,,,,,,manganese,[]
JOFDOZ01,"catena-[bis(mu!4$-pyridine-2,6-dicarboxylato)-bis(mu!3$-pyridine-2,6-dicarboxylato)-diaqua-tri-strontium dihydrate]","pyridine-2,6-dicarboxylate","pyridine-2,6-dicarboxylate",,,,,,,zinc,['dihydrate]']
JOFKIA,"catena-[(mu!3$-3-amino-1,2,4-triazolyl-5-carboxylato)-aqua-copper monohydrate]","3-amino-1,2,4-triazolyl-5-carboxylate",,,,,,,,cadmium,['monohydrate]']
JOFSOO,"catena-[bis(mu!2$-N,N'-di(Pyridin-4-yl)naphthalene-1,4-dicarboxamide)-bis(mu!2$-terephthalato)-di-cadmium(ii)]","N,N'-di(Pyridin-4-yl)naphthalene-1,4-dicarboxamide",terephthalate,,,,,,,sodium,[]
JOFWAF,"catena-((mu-4,6-bis(1H-1,2,4-triazol-1-yl)benzene-1,3-dicarboxylato)-(mu-4,6-bis(1H-1,2,4-triazol-1-yl)benzene-1,3-dicarboxylic acid)-cobalt unknown solvate)","4,6-bis(1H-1,2,4-triazol-1-yl)benzene-1,3-dicarboxylate","4,6-bis(1H-1,2,4-triazol-1-yl)benzene-1,3-dicarboxylic",,,,,,,neptunium,"['acid)-cobalt', 'unknown', 'solvate)']"
JOFZOV,catena-[(mu!4$-5-Methylisophthalato)-(mu!3$-hydroxo)-europium(iii)],5-Methylisophthalate,hydroxo,,,,,,,nickel,[]
JOGBAK,"catena-[(mu!3$-4,4'-(5,6-Dimethyl-1H-benzimidazole-4,7-diyl)dibenzoato)-aqua-zinc(ii) unknown solvate]","4,4'-(5,6-Dimethyl-1H-benzimidazole-4,7-diyl)dibenzoate",,,,,,,,zinc,"['unknown', 'solvate]']"
JOHQEF,"catena-[(mu-oxalato)-bis(mu-dihydrogen phosphato)-(mu-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-diaqua-di-zinc(ii)]",oxalate,dihydrogenphosphate,"2,4,6-tris(pyridin-4-yl)-1,3,5-triazin",,,,,,manganese,[]
JOHVOU,"catena-[(mu-4'-hydroxybiphenyl-3,5-dicarboxylato)-zinc(ii)]","4'-hydroxybiphenyl-3,5-dicarboxylate",,,,,,,,lanthanum,[]
JOJHUM01,catena-(bis(mu!3$-2-(1H-tetrazol-1-yl)acetato)-cadmium(ii)),2-(1H-tetrazol-1-yl)acetate,,,,,,,,europium,[]
JOJHUM02,catena-[bis(mu-1H-tetrazol-1-ylacetato)-cadmium],1H-tetrazol-1-ylacetate,,,,,,,,zinc,[]
JOJHUM,catena-(bis(mu!3$-tetrazol-1-ylacetato)-cadmium(ii)),tetrazol-1-ylacetate,,,,,,,,lanthanum,[]
JOJJAU01,catena-[bis(mu-(tetrazol-1-yl)acetato)-manganese],(tetrazol-1-yl)acetate,,,,,,,,lithium,[]
JOJLOK,"catena-((mu!3$-pyridine-2,3-dicarboxylato)-(mu!2$-pyridine-2,3-dicarboxylato)-diaqua-thorium(iv) dihydrate)","pyridine-2,3-dicarboxylate","pyridine-2,3-dicarboxylate",,,,,,,silver,['dihydrate)']
JOKFAT,"catena-[(mu-4,4'-(ethene-1,2-diyl)dipyridine)-bis(mu-pentanedioato)-di-copper unknown solvate]","4,4'-(ethene-1,2-diyl)dipyridine",pentanedioate,,,,,,,cadmium,"['unknown', 'solvate]']"
JOKJUR,catena-[(mu-chloro)-(mu-hydroxo)-bis(mu-5-[4-(1H-imidazol-1-yl)phenyl]-2H-tetrazol-2-yl)-di-cobalt(ii) hydrate],chloro,hydroxo,5-[4-(1H-imidazol-1-yl)phenyl]-2H-tetrazol-2-yl,,,,,,zinc,['hydrate]']
JOLMUV,"catena-[dimethylammonium bis(mu-5-(5-carboxylatopyridin-3-yl)benzene-1,3-dicarboxylato)-(mu-hydroxo)-aqua-tri-nickel N,N-dimethylformamide solvate]","5-(5-carboxylatepyridin-3-yl)benzene-1,3-dicarboxylate",hydroxo,,,,,,,copper,"['N,N-dimethylformamide', 'solvate]']"
JOLTOW,"catena-((mu-3,3',3''-(1,3,5-triazine-2,4,6-triyltriazanediyl)tribenzoato)-aqua-lanthanum dihydrate)","3,3',3''-(1,3,5-triazine-2,4,6-triyltriazanediyl)tribenzoate",,,,,,,,lanthanum,['dihydrate)']
JOLVOX,catena-[bis(mu!3$-2-(1H-tetrazol-5-yl)phenolato)-bis(mu!2$-2-(1H-tetrazol-5-yl)phenol)-bis(mu!2$-2-(1H-tetrazol-5-yl)phenolato)-decakis(mu!2$-aqua)-bis(mu!2$-hydroxo)-tetrakis(aqua)-di-iron-hexa-sodium trihydrate],2-(1H-tetrazol-5-yl)phenolate,2-(1H-tetrazol-5-yl)phenol,2-(1H-tetrazol-5-yl)phenolate,aqua,hydroxo)-tetrakis(aqu,,,,manganese,['trihydrate]']
JOLZAO,"catena-[tetrakis(mu-cyano)-(mu-4,4'-(1,3,4-oxadiazole-2,5-diyl)dipyridine)-iron-di-silver benzene solvate]",cyano,"4,4'-(1,3,4-oxadiazole-2,5-diyl)dipyridine",,,,,,,molybdenum,"['benzene', 'solvate]']"
JOMYOC,"catena-[(mu-2,6-bis(trifluoromethyl)benzo[1,2-d:4,5-d']diimidazole-1,5-diido)-di-copper p-xylene solvate]","2,6-bis(trifluoromethyl)benzo[1,2-d:4,5-d']diimidazole-1,5-diido",,,,,,,,barium,"['p-xylene', 'solvate]']"
JONWOB,"catena-[(mu-1,3,4-thiadiazole-2,5-dithiolato)-aqua-cadmium]","1,3,4-thiadiazole-2,5-dithiolate",,,,,,,,cobalt,[]
JOPGIG,"catena-[tetrakis(triethylammonium) tetrakis(mu-1,3,5-benzenetricarboxylato)-tri-cobalt]","1,3,5-benzenetricarboxylate",,,,,,,,lutetium,[]
JOPGIH,catena-[bis(mu-N-(pyridin-4-yl)pyridin-4-amine)-bis(mu-4-(2-carboxylatoethyl)benzoato)-di-cobalt hydrate],N-(pyridin-4-yl)pyridin-4-amine,4-(2-carboxylateethyl)benzoate,,,,,,,strontium,['hydrate]']
JOPKAD,"catena-[(mu-5,5'-(diazene-1,2-diyl)di(benzene-1,3-dicarboxylato))-tri-aqua-di-zinc(ii) unknown solvate]","5,5'-(diazene-1,2-diyl)di(benzene-1,3-dicarboxylate)",,,,,,,,neodymium,"['unknown', 'solvate]']"
JOPTIU,"catena-[(mu-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-bis(mu-thiophene-2,5-dicarboxylato)-di-zinc(ii) monohydrate]","2,4,6-tris(pyridin-4-yl)-1,3,5-triazin","thiophene-2,5-dicarboxylate",,,,,,,potassium,['monohydrate]']
JOPVES,catena-[tris(mu-pentanedioato)-diaqua-di-europium(iii) unknown solvate],pentanedioate,,,,,,,,terbium,"['unknown', 'solvate]']"
JOQJIK,catena-[pentakis(mu-sulfido)-(mu-3-(1H-imidazol-1-yl)propan-1-amine)-di-antimony-di-manganese],sulfido,3-(1H-imidazol-1-yl)propan-1-amine,,,,,,,potassium,[]
JORHUW,"catena-[tris(mu-4,4'-(ethane-1,2-diyl)dipyridine)-bis(mu-2,5-dihydroxybenzene-1,4-dicarboxylato)-di-cadmium unknown solvate]","4,4'-(ethane-1,2-diyl)dipyridine","2,5-dihydroxybenzene-1,4-dicarboxylate",,,,,,,cadmium,"['unknown', 'solvate]']"
JORQEO,"catena-((L)-bis(mu!2$-3,3',5,5'-Tetramethyl-1H,1'H-4,4'-bipyrazole)-(mu!2$-malonato)-bis(3,3',5,5'-tetramethyl-1H,1'H-4,4'-bipyrazole)-di-silver hydrate)","3,3',5,5'-Tetramethyl-1H,1'H-4,4'-bipyrazole","malonate)-bis(3,3',5,5'-tetramethyl-1H,1'H-4,4'-bipyrazol",,,,,,,cadmium,['hydrate)']
JORQEP,"catena-[(mu-N,N'-(ethane-1,2-diyl)di(pyridine-3-carboxamide))-bis(mu-1,2,2-trimethylcyclopentane-1,3-dicarboxylato)-di-cobalt dihydrate]","N,N'-(ethane-1,2-diyl)di(pyridine-3-carboxamide)","1,2,2-trimethylcyclopentane-1,3-dicarboxylate",,,,,,,vanadium,['dihydrate]']
JOSNAG01,catena-((mu!4$-Adipato)-bis(mu!3$-adipato)-tetra-aqua-di-lanthanum hexahydrate),Adipate,adipate,,,,,,,vanadium,['hexahydrate)']
JOSNAG,catena-((mu!4$-Adipato)-bis(mu!3$-adipato)-tetra-aqua-di-lanthanum hexahydrate),Adipate,adipate,,,,,,,vanadium,['hexahydrate)']
JOSQEN,catena(bis(mu!3$-Tricyanomethanide)-bis(mu!2$-hexamethylenetetramine)-diaqua-di-cadmium bis(tricyanomethanide)),Tricyanomethanide,hexamethylenetetramine,,,,,,,zinc,['bis(tricyanomethanide))']
JOTDEE,"catena-(tetrakis(dimethylammonium) bis(mu-1,1'-biphenyl-3,3',5,5'-tetracarboxylato)-di-cobalt dimethylacetamide solvate decahydrate)","1,1'-biphenyl-3,3',5,5'-tetracarboxylate",,,,,,,,manganese,"['dimethylacetamide', 'solvate', 'decahydrate)']"
JOTWEX,"catena-((mu-2,5-bis(1H-imidazol-1-yl)benzene-1,4-dicarboxylato)-cobalt)","2,5-bis(1H-imidazol-1-yl)benzene-1,4-dicarboxylate",,,,,,,,zinc,[]
JOVDAC,"catena-(bis(mu-4-(3-(pyridin-4-yl)-1H-1,2,4-triazol-5-yl)benzoato)-cobalt hemihydrate)","4-(3-(pyridin-4-yl)-1H-1,2,4-triazol-5-yl)benzoat",,,,,,,,dysprosium,['hemihydrate)']
JOVWUO,"catena-[(mu!8$-(4-Carboxylatophenyl)-N,N-bis(phosphonatomethyl)methylammonium)-(mu!2$-chloro)-di-lead]","(4-Carboxylatephenyl)-N,N-bis(phosphonatemethyl)methylammoniu",chloro,,,,,,,strontium,[]
JOVXEZ,"catena-[bis(mu!2$-4,4'-Bipyridine)-(mu!2$-oxalato)-diaqua-bis(perchlorato)-di-copper dihydrate]","4,4'-Bipyridine",oxalate)-diaqua-bis(perchlorat,,,,,,,copper,['dihydrate]']
JOWMUG,catena-[bis(mu-oxalato)-iron(ii)-di-lithium],oxalate)-(i,,,,,,,,potassium,[]
JOXMUG,catena-[tetrakis(mu!2$-isonicotinato)-copper-indium unknown solvate],isonicoate,,,,,,,,gold,"['unknown', 'solvate]']"
JOXPET,"catena-((mu!6$-Pyrazine-2,3-dicarboxylato)-di-silver hemihydrate)","Pyrazine-2,3-dicarboxylate",,,,,,,,cadmium,['hemihydrate)']
JOYHOW,catena-((mu-acetato)-bis(mu-5-((pyridin-4-yl)carbonylamino)tetrazolato)-hydroxy-di-cadmium hydrate),acetate,5-((pyridin-4-yl)carbonylamino)tetrazolate,,,,,,,copper,['hydrate)']
JOYKOZ,"catena-[(mu-4,4'-dioxidobiphenyl-3,3'-dicarboxylato)-bis(N,N'-dimethylethylenediamine)-di-manganese]","4,4'-dioxidobiphenyl-3,3'-dicarboxylate)-bis(N,N'-dimethylethylenediamin",,,,,,,,silver,[]
JOYLAN,"catena-(tetrakis(mu-aqua)-(mu-3,3',3'',3'''-[(3,6-dihydroxybenzene-1,2,4,5-tetrayl)tetrasulfanediyl]tetrakis(propane-1-sulfonato))-tetra-aqua-tetra-sodium)",aqua,"3,3',3'',3'''-[(3,6-dihydroxybenzene-1,2,4,5-tetrayl)tetrasulfanediyl]tetrakis(propane-1-sulfonate)",,,,,,,sodium,[]
JOYRAT,"catena-[dimethylammonium (mu-5-{bis[(4-carboxylatophenyl)methyl]amino}benzene-1,3-dicarboxylato)-europium(iii) N,N-dimethylacetamide solvate]","5-{bis[(4-carboxylatephenyl)methyl]amino}benzene-1,3-dicarboxylate",,,,,,,,nickel,"['N,N-dimethylacetamide', 'solvate]']"
JUCFAQ,"catena-[tris(mu-biphenyl-3,3',5,5'-tetracarboxylato)-sodium-tetra-zinc unknown solvate]","biphenyl-3,3',5,5'-tetracarboxylate",,,,,,,,cadmium,"['unknown', 'solvate]']"
JUCFUL,"catena-((mu-2,2'-(1,4-phenylene)diacetato)-(mu-5,5'-(1,4-phenylene)bis(1H-imidazole))-zinc)","2,2'-(1,4-phenylene)diacetate","5,5'-(1,4-phenylene)bis(1H-imidazole)",,,,,,,copper,[]
JUCGUL,"catena-[(mu-4,4'-(1,4-phenylenediethene-2,1-diyl)dipyridine)-(mu-1,2,4,5-tetrakis(4-carboxylatophenyl)benzene)-di-zinc 4,4'-(1,4-phenylenediethene-2,1-diyl)dipyridine unknown solvate]","4,4'-(1,4-phenylenediethene-2,1-diyl)dipyridine","1,2,4,5-tetrakis(4-carboxylatephenyl)benzene",,,,,,,cadmium,"[""4,4'-(1,4-phenylenediethene-2,1-diyl)dipyridine"", 'unknown', 'solvate]']"
JUCKOJ,catena-[bis(dimethylammonium) hexakis(mu-formato)-chromium-sodium],formate,,,,,,,,lanthanum,[]
JUCNAZ,"catena-(bis(mu-4,4'-(anthracene-9,10-diyl)dipyridine)-octakis(mu-cyano)-di-iron-tetra-gold)","4,4'-(anthracene-9,10-diyl)dipyridine",cyano,,,,,,,copper,[]
JUDYIS,"catena-[bis(mu-biphenyl-2,3',5-tricarboxylato)-tetrakis(mu-hydroxo)-diaqua-penta-zinc]","biphenyl-2,3',5-tricarboxylate",hydroxo,,,,,,,zinc,[]
JUFCAR,"catena-((mu-hydrogen 5,5'-methylenebis(benzene-1,3-dicarboxylato))-triaqua-holmium dihydrate)","hydrogen5,5'-methylenebis(benzene-1,3-dicarboxylate)",,,,,,,,silver,['dihydrate)']
JUFLED,"catena-(bis(mu!2$-Hexa-2,4-dienedioato)-bis(mu!2$-4,4'-sufanediyldipyridine)-di-zinc)","Hexa-2,4-dienedioate","4,4'-sufanediyldipyridine",,,,,,,holmium,[]
JUFQOS,"catena-((mu!4$-Pyrimidine-4,6-dicarboxylato)-aqua-(nitrato-O,O')-lanthanum(iii))","Pyrimidine-4,6-dicarboxylate)-aqua-(nitrate-O,O",,,,,,,,zirconium,[]
JUFTAI,"catena-[tetrakis(mu-benzene-1,3,5-tricarboxylato)-tris(mu-4,4',4'',4'''-(benzene-1,2,4,5-tetrayl)tetrapyridine)-diaqua-hexa-cobalt unknown solvate]","benzene-1,3,5-tricarboxylate","4,4',4'',4'''-(benzene-1,2,4,5-tetrayl)tetrapyridine",,,,,,,cadmium,"['unknown', 'solvate]']"
JUFTEM,"catena-[pentakis(mu-4,4'-bipyridine)-tetrakis(mu-5-(1-carboxylatoethoxy)benzene-1,3-dicarboxylato)-tetraaqua-hexa-cadmium unknown solvate]","4,4'-bipyridine","5-(1-carboxylateethoxy)benzene-1,3-dicarboxylate",,,,,,,zinc,"['unknown', 'solvate]']"
JUFZER,"catena-[bis(mu-biphenyl-2,3',4,5'-tetracarboxylato)-(mu-oxalato)-tetra-aqua-tetra-cadmium(ii) nonahydrate]","biphenyl-2,3',4,5'-tetracarboxylate",oxalate,,,,,,,lanthanum,['nonahydrate]']
JUGBEU,"catena-[bis(mu-3'-carboxybiphenyl-2,5-dicarboxylato)-bis(mu-4,4'-ethene-1,2-diyldipyridine)-di-nickel]","3'-carboxybiphenyl-2,5-dicarboxylate","4,4'-ethene-1,2-diyldipyridine",,,,,,,potassium,[]
JUGLAA,"catena-[bis(mu-2,6-dicarboxylato-1,3,5,7-tetramethyl-8-phenyl-4,4-difluoroboradiazaindacene)-(mu-4,4'-propane-1,3-diyldipyridine)-di-cadmium ethanol solvate dihydrate]","2,6-dicarboxylate-1,3,5,7-tetramethyl-8-phenyl-4,4-difluoroboradiazaindacene","4,4'-propane-1,3-diyldipyridine",,,,,,,indium,"['ethanol', 'solvate', 'dihydrate]']"
JUGMEG,catena-(bis(mu-hydrogen cyanurato)-bis(mu-hydroxo)-cadmium-di-lead),hydrogencyanurate,hydroxo,,,,,,,barium,[]
JUGQIN,"catena-[(mu-5,5'-(ethane-1,2-diylbis(oxy))diisophthalato)-tetrakis(N,N-dimethylformamide)-bis(nitrato)-di-europium N,N-dimethylformamide solvate]","5,5'-(ethane-1,2-diylbis(oxy))diisophthalate)-tetrakis(N,N-dimethylformamide)-bis(nitra",,,,,,,,cobalt,"['N,N-dimethylformamide', 'solvate]']"
JUGVEP,catena-(bis(hydrazinium) tetrakis(mu-oxalato)-di-lanthanum),oxalate,,,,,,,,cerium,[]
JUHNIL,"catena-[(mu-aqua)-bis(mu-5,5'-diazene-1,2-diyldibenzene-1,2,3-tricarboxylato)-octaaqua-hexa-copper N,N-dimethylformamide solvate hexahydrate]",aqua,"5,5'-diazene-1,2-diyldibenzene-1,2,3-tricarboxylate",,,,,,,zirconium,"['N,N-dimethylformamide', 'solvate', 'hexahydrate]']"
JUJHEE,"catena-[bis(1-butyl-3-methyl-1H-imidazol-3-ium) bis(mu-[1$1!,2$1!:2$4!,3$1!-terphenyl]-1$3!,1$5!,3$3!,3$5!-tetracarboxylato)-tri-zinc]","[1,1:4,1-terphenyl]-3,5,3,5-tetracarboxylate",,,,,,,,cadmium,[]
JUJHII,"catena-[octakis(mu-cyano)-bis(mu-4,4'-(1,3,4-oxadiazole-2,5-diyl)dipyridine)-di-iron-tetra-silver tris(2-fluoronaphthalene)]",cyano,"4,4'-(1,3,4-oxadiazole-2,5-diyl)dipyridine",,,,,,,terbium,['tris(2-fluoronaphthalene)]']
JUKGUT,"catena-[bis(mu!4$-2,2'-((1,1,1,3,3,3-hexafluoropropane-2,2-diyl)bis(4,1-phenyleneoxy))diacetato)-(mu!4$-oxido)-bis(mu!2$-hydroxo)-tetra-zinc monohydrate]","2,2'-((1,1,1,3,3,3-hexafluoropropane-2,2-diyl)bis(4,1-phenyleneoxy))diacetate",oxido,hydroxo,,,,,,cobalt,['monohydrate]']
JUKVEQ01,catena-[bis(mu!2$-isonicotinato)-zinc],isonicoate,,,,,,,,cobalt,[]
JUKVEQ,catena(tetrakis(mu!2$-Isonicotinato)-di-zinc(ii)),Isonicoate,,,,,,,,cobalt,[]
JUMCOL,catena-((mu!4$-Terephthalato)-(mu!2$-oxo)-vanadium carbon disulfide solvate),Terephthalate,oxo,,,,,,,europium,"['carbon', 'disulfide', 'solvate)']"
JUMYOH,"catena-[(mu!3$-cis-cyclohexane-1,3-dicarboxylato)-(mu!2$-4,4'-ethane-1,2-diyldipyridine)-cobalt(ii)]","cis-cyclohexane-1,3-dicarboxylate","4,4'-ethane-1,2-diyldipyridine",,,,,,,copper,[]
JUNBOL,"catena-[hemikis(3,3'-Butane-1,4-diylbis(2-methyl-1H-imidazol-3-ium)) (mu!6$-5-(4-carboxylatophenoxy)isophthalato)-(mu!4$-5-(4-carboxyphenoxy)isophthalato)-di-cadmium hemihydrate]",5-(4-carboxylatephenoxy)isophthalate,5-(4-carboxyphenoxy)isophthalate,,,,,,,zinc,['hemihydrate]']
JUNKIP,"catena-(bis(mu-4,4'-bipyridine)-(mu-9,9'-[1,4-phenylenebis(methylene)]bis(9H-carbazole-3,6-dicarboxylato))-di-zinc dimethylformamide solvate monohydrate)","4,4'-bipyridine","9,9'-[1,4-phenylenebis",,,,,,,zinc,"['dimethylformamide', 'solvate', 'monohydrate)']"
JUNSAO,"catena-(bis(mu!3$-Carbonato)-(mu!2$-4-(2,2':6',2''-terpyridin-4'-yl)benzoato)-aqua-terbium-zinc)",Carbonate,"4-(2,2':6',2''-terpyridin-4'-yl)benzoate",,,,,,,potassium,[]
JUPNAL,"catena-[bis(mu!3$-pyridine-2,4-dicarboxylato)-hexa-aqua-cobalt-strontium dihydrate]","pyridine-2,4-dicarboxylate",,,,,,,,zinc,['dihydrate]']
JUQDAC,catena-[(mu!3$-Oxalato)-(mu!2$-1H-tetrazol-1-ylacetato)-aqua-bismuth monohydrate],Oxalate,1H-tetrazol-1-ylacetate,,,,,,,cadmium,['monohydrate]']
JUQTOG,catena-((P)-hexakis(mu!4$-4-Carboxylatoimidazolato)-ammine-hexa-cobalt unknown solvate),4-Carboxylateimidazolate,,,,,,,,copper,"['unknown', 'solvate)']"
JURDEI,"catena-[(mu-4,4',4''-[benzene-1,3,5-triyltri(ethene-2,1-diyl)]tripyridine)-(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-di-zinc unknown solvate]","4,4',4''-[benzene-1,3,5-triyltri(ethene-2,1-diyl)]tripyridine","[1,1'-biphenyl]-4,4'-dicarboxylate",,,,,,,tungsten,"['unknown', 'solvate]']"
JURKIS,"catena-((mu!8$-2,2',2'',2'''-(Pyrene-1,3,6,8-tetrayltetrakis((3,5-dimethyl-4,1-phenylene)oxy))tetra-acetato)-diaqua-dimethylformamide-di-manganese dimethylformamide solvate)","2,2',2'',2'''-(Pyrene-1,3,6,8-tetrayltetrakis((3,5-dimethyl-4,1-phenylene)oxy))tetra-acetate",,,,,,,,terbium,"['dimethylformamide', 'solvate)']"
JURQAQ,"catena-[bis(mu!3$-1,2,4-Triazolido)-(mu!2$-2,6-dimethylpyridine-3,5-dicarboxylato)-aqua-di-zinc(ii) sesquihydrate]","1,2,4-Triazolido","2,6-dimethylpyridine-3,5-dicarboxylate",,,,,,,zinc,['sesquihydrate]']
JUSBOQ,"catena-[bis(mu!3$-hydrogen 1,1':3',1''-terphenyl-2,2'',4,4''-tetracarboxylato)-tris(mu!2$-1,1'-(1,4-phenylene)bis(1H-imidazole))-diaqua-tri-cobalt]","hydrogen1,1':3',1''-terphenyl-2,2'',4,4''-tetracarboxylate","1,1'-(1,4-phenylene)bis(1H-imidazole)",,,,,,,cobalt,[]
JUSKAL,"catena-(tetrakis(mu!6$-Dihydrogen 5,5'-(2,3,6,7-tetramethoxyanthracene-9,10-diyl)di-isophthalato)-bis(1-methylpyrrolidin-2-one)-tetra-barium unknown solvate)","Dihydrogen5,5'-(2,3,6,7-tetramethoxyanthracene-9,10-diyl)di-isophthalate)-bis(1-methylpyrrolidin-2-on",,,,,,,,cadmium,"['unknown', 'solvate)']"
JUTKER,"catena-((mu-4,4'-(ethene-1,2-diyl)dipyridine)-bis(mu-methylpropanedioato)-di-cadmium)","4,4'-(ethene-1,2-diyl)dipyridine",methylpropanedioate,,,,,,,zinc,[]
JUTMIX,catena-(bis(mu-terephthalato)-uranium tetrahydrate),terephthalate,,,,,,,,cobalt,['tetrahydrate)']
JUTSEZ,"catena-[(mu-2,2'-((4-(carboxylatomethyl)-1,3-phenylene)bis(oxy))diacetato)-aqua-europium(iii) trihydrate]","2,2'-((4-(carboxylatemethyl)-1,3-phenylene)bis(oxy))diacetat",,,,,,,,zinc,['trihydrate]']
JUTZEG,"catena-[heptakis(dimethylammonium) (5,10,15,20-tetrakis(3,5-bis(4-carboxylatophenyl)phenyl)porphyrinato)-tetra-aqua-penta-copper nitrate N,N-dimethylformamide solvate hexacosahydrate]",,,,,,,,,zinc,"['nitrate', 'N,N-dimethylformamide', 'solvate', 'hexacosahydrate]']"
JUVROJ,"catena-(bis(mu!7$-5,5'-(Ethane-1,2-diylbis(oxy))di-isophthalato)-tri-cadmium hexahydrate)","5,5'-(Ethane-1,2-diylbis(oxy))di-isophthalate",,,,,,,,cadmium,['hexahydrate)']
JUVWUU,"catena-[(mu-naphthalene-1,4-dicarboxylato)-(N,N-dimethylacetamide)-manganese]","naphthalene-1,4-dicarboxylate)-(N,N-dimethylacetamid",,,,,,,,cadmium,[]
JUVYEG,"catena-[bis(mu-5-methoxyisophthalato)-(mu-1,1'-butane-1,4-diylbis(1H-imidazole))-di-zinc]",5-methoxyisophthalate,"1,1'-butane-1,4-diylbis(1H-imidazole)",,,,,,,zinc,[]
JUVZOR,catena-[(mu-6-oxidopyridin-1-ium-3-carboxylato)-(mu-sulfato)-aqua-dysprosium],6-oxidopyridin-1-ium-3-carboxylate,sulfate,,,,,,,sodium,[]
JUWBIO,"catena-[(mu-oxalato)-bis(mu-1,2,4-triazolyl)-di-zinc hemihydrate]",oxalate,"1,2,4-triazolyl",,,,,,,iron,['hemihydrate]']
JUWBUA,"catena-[bis(mu-4-t-butylphthalato)-bis(mu-4,4'-ethene-1,2-diyldipyridine)-di-copper]",4-t-butylphthalate,"4,4'-ethene-1,2-diyldipyridine",,,,,,,lead,[]
JUWDUC,"catena-((mu!2$-N,N'-Dioxyazobenzene-3,3',5,5'-tetracarboxylato)-bis(mu!2$-1,1'-(1,3-phenylenebis(methylene))bis(1H-imidazole))-di-zinc)","N,N'-Dioxyazobenzene-3,3',5,5'-tetracarboxylate","1,1'-(1,3-phenylenebis",,,,,,,iron,[]
JUWSUR,"catena-(bis(mu!5$-5-Hydroxybenzene-1,2,4-tricarboxylato)-(mu!2$-aqua)-diaqua-di-europium hydrate)","5-Hydroxybenzene-1,2,4-tricarboxylate",aqua,,,,,,,zinc,['hydrate)']
JUXFOZ,"catena-[(mu!7$-2',3',5',6'-Tetramethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylato)-tris(N,N-dimethylformamide)-di-zinc(ii) N,N-dimethylformamide solvate]","2',3',5',6'-Tetramethyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate)-tris(N,N-dimethylformamid",,,,,,,,zinc,"['N,N-dimethylformamide', 'solvate]']"
